uid,article_count,articles,coordinate,e_description,e_title,f_count,is_node,latitude,location,longitude,mp_count,year_range,food,masterpiece
124,4,"《舟中夜起》
《木兰花令》
《过淮三首赠景山兼寄子由》
《书泗州孙景山西轩》","[5820, 3672]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,33.01714,盱眙,118.5514,0,1079年,,
125,2,"《祭刁景纯墓文》
《余去金山五年而复至次旧诗韵赠宝觉长老》","[5933, 3813]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,32.19569,镇江,119.4315,0,1079年,,
126,1,《醉落魄·苏州阊门留别》,"[6082, 3966]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,31.30457,苏州,120.5896,0,1079年,,
127,51,"《与胡祠部游法华山》
《谒文宣王庙祝文》
《送渊师归径山》
《次韵秦太虚见戏耳聋》
《次韵孙秘丞见赠》
《王巩清虚堂》
《自记吴兴诗》
《泛舟城南会者五人分韵赋诗得“人皆苦炎”字四首》
《与周开祖四首》
《祭陈令举文》
《渔家傲·七夕》
《次韵回文三首》
《乘舟过贾收水阁收不在见其子三首》
《与王郎夜饮井水》
《率子廉传》
《次韵李公择梅花》
《次韵答孙侔》
《霅上访道人不遇》
《自题所画风竹》
《湖州与人一首》
《舶趠风》
《湖州上监司先状》
《与久上人一首》
《赵阅道高斋》
《与姚君三首》
《答秦太虚七首》
《送通教钱大师还杭诗序》
《与人一首》
《次韵和刘贡父登黄楼见寄并寄子由二首》
《仆去杭五年吴中仍岁大饥疫……》
《与王庆源十三首》
《文与可画筼筜谷偃竹记》
《救月图赞》
《答吕熙道二首》
《林子中以诗寄文与可及余与可既殁追和其韵》
《祭张子野文》
《和孙同年卞山龙洞祷晴》
《次韵周开祖长官见寄》
《送孙著作赴考城兼寄钱醇老李邦直二君于孙处有书见及》
《温陶君传》
《李公择过高邮见施大夫与孙莘老赏花诗……》
《文与可梅竹石赞》
《端午遍游诸寺得“禅”字》
《次韵章子厚飞英留题》
《回同官先状》
《丁公默送蝤蛑》
《题鲁公放生池碑》
《送俞节推》
《湖州谢上表》
《送刘寺丞赴余姚》
《城南县尉水亭得“长”字》","[6019, 4035]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,1,0,30.89902,湖州,120.0946,1,1079年,"[{'f_title': '《丁公默送蝤蛑》', 'f_name': '螃蟹', 'f_content': '溪边石蟹小于钱，喜见轮囷赤玉盘。\n半壳含黄宜点酒，两螯斫雪劝加餐。\n蛮珍海错闻名久，怪雨腥风入坐寒。\n堪笑吴兴馋太守，一诗换得两尖团。', 'f_description': '“螃蟹配酒，越吃越有。”', 'is_long': 0}]","[{'mp_title': '《文与可画筼筜谷偃竹记》', 'mp_content': '……与可是日与其妻游谷中，烧笋晚食，发函得诗，失笑喷饭满案。', 'mp_description': '*成语“令人喷饭”的出处。', 'is_long': 1}]"
128,1,《游惠山》,"[6047, 3933]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,31.4967,无锡,120.319,0,1079年,,
129,4,"《与秦太虚参寥会于松江而关彦长徐安中适至分韵得“风”字二首》
《次韵关令送鱼》
《次韵答参寥》
《吴江岸》","[6089, 4016]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,31.01485,吴江,120.6394,0,1079年,,
130,1,《跋欧阳家书》,"[5937, 3712]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,32.78678,高邮,119.4622,0,1079年,,
131,3,"《答吕熙道二首》
《木兰花令》
《罢徐州往南京马上走笔寄子由五首》","[5448, 3431]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,34.42038,商丘,115.6628,0,1079年,,
132,2,"《赠官妓小苏联语》
《与文郎一首》","[5616, 3563]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,33.65203,宿州,116.9705,0,1079年,,
133,27,"《留别叔通元弼坦夫》
《题逸少书三首》
《祭文与可文》
《题文潞公诗》
《雪斋》
《罢徐州往南京马上走笔寄子由五首》
《乞医疗病囚状》
《南乡子·用韵和道辅》
《种松得“徕”字》
《以双刀遗子由子由有诗次其韵》
《王仲仪砚铭》
《月夜与客饮杏花下》
《台头寺步月得“人”字》
《王仲仪真赞》
《渊明非达》
《太虚以黄楼赋见寄作诗为谢》
《游桓山会者十人以“春水满四泽夏云多奇峰”为韵得“泽”字》
《次韵田国博部夫南京见寄二绝》
《记徐州杀狗》
《跋欧阳文忠公书》
《贺赵大资少保致仕启》
《谢交代赵祠部启》
《答郡中同僚贺雨》
《往在东武与人往反作“粲”字韵四首今黄鲁直亦次韵见寄复和答之》
《人日猎城南会者十人以“身轻一鸟过枪急万人呼”为韵得“鸟”字》
《台头寺送宋希元》
《作书寄王晋卿忽忆前年寒食北城之游走笔为此诗》","[5658, 3467]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,34.21014,徐州,117.2924,0,1079年,,
134,1,《灵壁张氏园亭记》,"[5693, 3581]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,33.54812,灵璧,117.5651,0,1079年,,
135,3,"《文与可飞白赞》
《子由自南都来陈三日而别》
《陈州与文郎逸民饮别携手河堤上作此诗》","[5349, 3548]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,33.73725,淮阳,114.8927,0,1080年,,
136,1,《正月十八日蔡州道上遇雪次子由韵二首》,"[5281, 3673]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,33.01319,汝南,114.3687,0,1080年,,
137,2,"《过新息留示乡人任师中》
《过淮》","[5330, 3787]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,32.34899,息县,114.7467,0,1080年,,
138,2,"《游净居寺》
《书黁公诗后》","[5353, 3844]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,32.01577,光山,114.9253,0,1080年,,
139,5,"《梅花二首》
《万松亭》
《张先生》
《陈季常所蓄二首》
《岐亭五首》","[5364, 3987]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,31.17904,麻城,115.0152,0,1080年,,
140,82,"《答毕仲举二首》
《书诸集伪谬》
《罪言》
《画水记》
《书赠王文甫》
《石氏画苑记》
《贺文太尉启》
《今年正月十四与子由别于陈州五月子由复至齐安以诗迎之》
《定风波》
《与章子厚参政书二首》
《与李公择十七首》
《与周主簿一首》
《与陈大夫八首》
《临江仙》
《和何长官六言次韵五首》
《定惠院寓居月夜偶出》
《菩萨蛮·七夕朝天门上作》
《与章子厚二首》
《记李公择惠墨》
《跋张希甫墓志后》
《五禽言五首》
《绣佛赞》
《与章质夫五首》
《书南史卢度传》
《与庞安常一首》
《代李琮论京东盗贼状》
《卜算子·黄州定惠院寓居作》
《王齐万秀才寓居武昌县刘郎洑正与伍洲相对伍子胥奔吴所从渡江也》
《次韵乐著作野步》
《菩萨蛮·回文四时闺怨》
《与滕达道六十八首》
《与范子丰八首》
《题魏处士诗》
《初到黄州》
《好事近》
《孔毅甫凤咮石砚铭》
《答李端叔书》
《雨中看牡丹三首》
《与赵晦之四首》
《赵先生舍利记》
《武昌铜剑歌》
《乳母任氏墓志铭》
《南歌子》
《与司马温公五首》
《商君功罪》
《石芝》
《铁拄杖》
《胜相院经藏记》
《次韵乐著作送酒》
《答秦太虚七首》
《与朱康叔二十首》
《杜沂游武昌以酴醾花菩萨泉见饷二首》
《与王庆源十三首》
《秦太虚题名记》
《少年时尝过一村院见壁上有诗云……》
《与王元直二首》
《观张师正所蓄辰砂》
《与佛印十二首》
《题杨朴妻诗》
《醮上帝青词三首》
《次韵乐著作天庆观醮》
《迁居临皋亭》
《记公择天柱分桃》
《二月二十六日雨中熟睡至晚强起出门还作此诗意思殊昏昏也》
《次韵子由病酒肺疾发》
《与杜几先一首》
《定惠院颙师为余竹下开啸轩》
《安国寺浴》
《与杜孟坚三首》
《朱元经炉药》
《王文甫达轩评书》
《与陈季常十六首》
《书凤咮砚》
《书苏李诗后》
《菩萨蛮·回文》
《黄州再祭文与可文》
《答章质夫》
《菩萨蛮·夏景回文》
《与滕达道五首》
《到黄州谢表》
《次韵答子由》
《与王定国四十一首》","[5347, 4111]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,1,0,30.45942,黄冈,114.8789,1,1080年,"[{'f_title': '《初到黄州》', 'f_name': '吃货观点', 'f_content': '自笑平生为口忙，老来事业转荒唐。\n长江绕郭知鱼美，好竹连山觉笋香。\n逐客不妨员外置，诗人例作水曹郎。\n只惭无补丝毫事，尚费官家压酒囊。', 'f_description': '“我，苏东坡，活着就是为了吃。看见长江就能闻到鱼味，看见竹林就能闻到笋香。”', 'is_long': 0}]","[{'mp_title': '《卜算子·黄州定惠院寓居作》', 'mp_content': '缺月挂疏桐，漏断人初静。谁见幽人独往来，缥缈孤鸿影。\n\n惊起却回头，有恨无人省，拣尽寒枝不肯栖，寂寞沙洲冷。', 'mp_description': '', 'is_long': 1}]"
141,3,"《与子由同游寒溪西山》
《菩萨泉铭》
《武昌西山题名二首》","[5349, 4120]",1079年三月，移知湖州。苏轼上《湖州谢表》。这本是例行公事，但因其中有“愚不适时，难以追陪新进”、“老不生事或能牧养小民”等言语，被新党利用，说他谤讪朝政、愚弄朝廷、妄尊自大云云。二十八日，朝廷派遣中使皇甫遵至湖州将苏轼逮捕，下狱几死，是为“乌台诗案”。太皇太后曹氏、王安礼等人出面力挽，苏轼终免一死，贬谪为“检校尚书、水部员外郎、黄州（今湖北省黄冈市）团练副使，本州安置，不得签书公事”。,乌台诗案,0,0,30.40626,鄂城,114.8983,0,1080年,,
142,2,"《岐亭五首》
《岐亭道上见梅花戏赠季常》","[5364, 3987]",1081年，朋友马正卿为苏轼请到了黄州营地以东一块地，苏轼躬耕其中，命名为“东坡”。,躬耕东坡,0,1,31.17904,麻城,115.0152,0,1081年,,
143,85,"《陈昱再生》
《答吴子野七首》
《乐全先生生日以铁拄杖为寿二首》
《偶书赠陈处士》
《侄安节远来夜坐三首》
《跋子由栖贤堂记后》
《与郭廷评二首》
《红梅三首》
《黄州上文潞公书》
《瑶池燕·闺怨寄陈季常》
《书郑君乘绢纸》
《玉楼春》
《送牛尾狸与徐使君》
《与李公择十七首》
《与友人一首》
《杂书琴曲十二首·子夜歌》
《与陈大夫八首》
《与任德翁二首》
《雪后到乾明寺遂宿》
《与郭至孝一首》
《东坡易传》
《代滕甫论西夏书》
《浣溪沙》
《与彦正判官一首》
《书孟东野诗》
《方山子传》
《寒热偈》
《与滕达道六十八首》
《与王正夫朝奉三首》
《题凤山诗后》
《与范子丰八首》
《虞美人》
《自书观自在菩萨如意陀罗尼并跋》
《答李琮书》
《书游垂虹亭》
《与赵晦之四首》
《答李方叔十七首》
《记赤壁》
《与杜道源二首》
《书周韶落籍诗跋》
《马梦得穷》
《杂书琴事十首·家藏雷琴》
《太上玄灵北斗本命延生真经注解后序》
《少年游·端午赠黄守徐君猷》
《四花相似说》
《水龙吟·次韵章质夫杨花词》
《跋陶诗》
《与章质夫三首》
《张无尽过黄州徐君猷为守……》
《闻洮西捷报》
《谢徐州失觉察妖贼放罪表》
《浚井》
《归去来集字十首》
《与朱康叔二十首》
《饮酒说》
《与宝月大师五首》
《送海印禅师偈》
《东坡八首》
《书唐氏六家书后》
《书所获镜铭》
《与佛印十二首》
《三朵花》
《与潘三失解后饮酒》
《记梦回文二首》
《任师中挽词》
《祭任师中文》
《书渊明酬刘柴桑诗》
《与杜孟坚三首》
《子姑神记》
《书珠子法后》
《与陈季常十六首》
《水龙吟》
《正月二十日往岐亭郡人潘古郭三人送余于女王城东禅庄院》
《杭州故人信至齐安》
《应梦罗汉》
《水调歌头》
《与张天觉四首》
《与杨元素十七首》
《与堂兄一首》
《应梦罗汉记》
《南乡子》
《记黄州故吴国》
《题陈吏部诗后》
《猪肉颂》
《与王定国四十一首》","[5347, 4111]",1081年，朋友马正卿为苏轼请到了黄州营地以东一块地，苏轼躬耕其中，命名为“东坡”。,躬耕东坡,4,0,30.45942,黄冈,114.8789,1,1081年,"[{'f_title': '《东坡饼的由来》', 'f_name': '东坡饼', 'f_content': '东坡饼，是鄂州西山古灵泉寺接待贵宾游客的传统佳点。东坡饼之名的由来，要从苏轼游西山说起。北宋元丰三年（1081年），我国著名文学家苏轼（苏东坡）谪居黄州，常泛舟南渡游览西山，并与寺僧交往甚密。寺僧用菩萨泉水合面炸饼相待苏东坡后，顿觉香甜酥脆，喜曰：“尔后复来，仍以此饼饷吾为幸！”自此，寺僧与邑人便以“东坡饼”命名。雅人佳点，流传至今。清同治三年（1864年），两湖总督官文游西山品茗尝饼，笑问寺僧“此饼何名”？寺僧对曰“东坡饼”。官文即兴书联：“门泊战船忆公瑾，吾来茶话续东坡”。\n——鄂州市人民政府（http://www.ezhou.gov.cn）', 'f_description': '', 'is_long': 1}, {'f_title': '《猪肉颂》', 'f_name': '东坡肉', 'f_content': '净洗铛，少著水，柴头罨烟焰不起。待他自熟莫催他，火候足时他自美。黄州好猪肉，价贱如泥土。贵者不肯吃，贫者不解煮，早晨起来打两碗，饱得自家君莫管。', 'f_description': '“锅洗干净，放入猪肉，少加水，柴火不要烧太猛，没有火苗就行。猪肉一定要慢炖，千万不能着急。时候到了，自然就好吃了。黄州的猪肉是真的便宜。富人不肯吃，穷人又不会做。早晨起来盛两碗，我能吃得饱饱的。”', 'is_long': 1}, {'f_title': '《送牛尾狸与徐使君》', 'f_name': '牛尾狸', 'f_content': '风捲飞花自入帷，一樽遥想破愁眉。\n泥深厌听鸡头鹘，酒浅欣尝牛尾狸。\n通印子鱼犹带骨，披绵黄雀漫多脂。\n殷勤送去烦纤手，为我磨刀削玉肌。', 'f_description': '', 'is_long': 0}, {'f_title': '《东坡八首 其三》', 'f_name': '东坡春鸠脍', 'f_content': '……\n泥芹有宿根，一寸嗟独在。\n雪芽何时动，春鸠行可脍。', 'f_description': '“泥土里还剩下一寸长的芹菜根，我就想问啥时候才能长成芹菜啊！这样就能拿来炒斑鸠了。”', 'is_long': 0}]","[{'mp_title': '《水龙吟·次韵章质夫杨花词》', 'mp_content': '似花还似非花，也无人惜从教坠。抛家傍路，思量却是，无情有思。萦损柔肠，困酣娇眼，欲开还闭。梦随风万里，寻郎去处，又还被、莺呼起。\n\n不恨此花飞尽，恨西园、落红难缀。晓来雨过，遗踪何在，一池萍碎。春色三分，二分尘土，一分流水。细看来，不是杨花，点点是、离人泪。', 'mp_description': '', 'is_long': 1}]"
144,3,"《武昌酌菩萨泉送王子立》
《记樊山》
《闻捷》","[5349, 4120]",1081年，朋友马正卿为苏轼请到了黄州营地以东一块地，苏轼躬耕其中，命名为“东坡”。,躬耕东坡,0,0,30.40626,鄂城,114.8983,0,1081年,,
145,1,《岐亭五首》,"[5364, 3987]",1082年，营造雪堂，自号“东坡居士”。十月，过黄泥坂，游览赤壁，作《赤壁后赋》。,东坡居士,0,1,31.17904,麻城,115.0152,0,1082年,,
